Paul Perkins,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PER227681.png
Matt Judon,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/JUD442977.png
Barry Church,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/CHU137380.png
Jerrell Freeman,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FRE182967.png
Brennan Scarlett,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/SCA657962.png
Marquis Flowers,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FLO457902.png
C.J. Mosley,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MOS361252.png
Dee Ford,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/FOR113166.png
Jimmie Ward,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/WAR218386.png
Jordan Matthews,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/MAT569663.png
Domata Peko,http://static.nfl.com/static/content/public/static/img/fantasy/transparent/200x200/PEK461869.png
